UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD
rehan       3309    2437    3310  0   28 15:52 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=521071229 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6936204185088144946,13442549203361495169,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709010674959568
rehan       3309    2437    3311  0   28 15:52 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=521071229 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6936204185088144946,13442549203361495169,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709010674959568
rehan       3309    2437    3312  0   28 15:52 ?        00:00:03 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=521071229 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6936204185088144946,13442549203361495169,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709010674959568
rehan       3309    2437    3313  0   28 15:52 ?        00:00:01 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=521071229 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6936204185088144946,13442549203361495169,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709010674959568
rehan       3309    2437    3314  0   28 15:52 ?        00:00:02 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=521071229 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6936204185088144946,13442549203361495169,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709010674959568
rehan       3309    2437    3315  0   28 15:52 ?        00:00:06 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=521071229 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6936204185088144946,13442549203361495169,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709010674959568
rehan       3309    2437    3316  0   28 15:52 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=521071229 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6936204185088144946,13442549203361495169,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709010674959568
rehan       3309    2437    3317  0   28 15:52 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=521071229 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6936204185088144946,13442549203361495169,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709010674959568
rehan       3309    2437    3339  0   28 15:52 ?        00:00:01 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=521071229 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6936204185088144946,13442549203361495169,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709010674959568
rehan       3309    2437    3340  0   28 15:52 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=521071229 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6936204185088144946,13442549203361495169,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709010674959568
rehan       3309    2437    3341  0   28 15:52 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=521071229 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6936204185088144946,13442549203361495169,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709010674959568
rehan       3309    2437    3342  0   28 15:52 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=521071229 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6936204185088144946,13442549203361495169,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709010674959568
rehan       3309    2437    3343  0   28 15:52 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=521071229 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6936204185088144946,13442549203361495169,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709010674959568
rehan       3309    2437    3344  0   28 15:52 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=521071229 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6936204185088144946,13442549203361495169,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709010674959568
rehan       3309    2437    3345  0   28 15:52 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=521071229 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6936204185088144946,13442549203361495169,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709010674959568
rehan       3309    2437    3346  0   28 15:52 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=521071229 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6936204185088144946,13442549203361495169,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709010674959568
rehan       3309    2437    3347  0   28 15:52 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=521071229 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6936204185088144946,13442549203361495169,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709010674959568
rehan       3309    2437    3348  0   28 15:52 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=521071229 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6936204185088144946,13442549203361495169,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709010674959568
rehan       3309    2437    3349  0   28 15:52 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=521071229 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6936204185088144946,13442549203361495169,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709010674959568
rehan       3309    2437    3350  0   28 15:52 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=521071229 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6936204185088144946,13442549203361495169,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709010674959568
rehan       3309    2437    3351  0   28 15:52 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=521071229 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6936204185088144946,13442549203361495169,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709010674959568
rehan       3309    2437    3352  0   28 15:52 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=521071229 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6936204185088144946,13442549203361495169,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709010674959568
rehan       3309    2437    3353  0   28 15:52 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=521071229 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6936204185088144946,13442549203361495169,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709010674959568
rehan       3309    2437    3355  0   28 15:52 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=521071229 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6936204185088144946,13442549203361495169,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709010674959568
rehan       3309    2437    3357  0   28 15:52 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=521071229 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6936204185088144946,13442549203361495169,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709010674959568
rehan       3309    2437    3588  0   28 15:53 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=521071229 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6936204185088144946,13442549203361495169,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709010674959568
rehan       3309    2437    3829  0   28 16:08 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=521071229 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6936204185088144946,13442549203361495169,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709010674959568
root        3359       2    3359  0    1 15:52 ?        00:00:01 [kworker/u81:1-i915_flip]
rehan       3520    2437    3520 10   32 15:53 ?        00:02:09 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=33 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=571138249 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7473416320923326022,16251947684027981311,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709017234252511
rehan       3520    2437    3521  0   32 15:53 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=33 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=571138249 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7473416320923326022,16251947684027981311,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709017234252511
rehan       3520    2437    3522  0   32 15:53 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=33 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=571138249 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7473416320923326022,16251947684027981311,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709017234252511
rehan       3520    2437    3523  2   32 15:53 ?        00:00:31 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=33 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=571138249 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7473416320923326022,16251947684027981311,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709017234252511
rehan       3520    2437    3524  0   32 15:53 ?        00:00:04 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=33 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=571138249 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7473416320923326022,16251947684027981311,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709017234252511
rehan       3520    2437    3525  0   32 15:53 ?        00:00:06 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=33 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=571138249 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7473416320923326022,16251947684027981311,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709017234252511
rehan       3520    2437    3526  0   32 15:53 ?        00:00:04 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=33 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=571138249 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7473416320923326022,16251947684027981311,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709017234252511
rehan       3520    2437    3527  0   32 15:53 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=33 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=571138249 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7473416320923326022,16251947684027981311,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709017234252511
rehan       3520    2437    3528  0   32 15:53 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=33 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=571138249 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7473416320923326022,16251947684027981311,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709017234252511
rehan       3520    2437    3540  0   32 15:53 ?        00:00:04 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=33 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=571138249 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7473416320923326022,16251947684027981311,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709017234252511
rehan       3520    2437    3541  0   32 15:53 ?        00:00:03 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=33 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=571138249 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7473416320923326022,16251947684027981311,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709017234252511
rehan       3520    2437    3542  0   32 15:53 ?        00:00:03 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=33 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=571138249 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7473416320923326022,16251947684027981311,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190709017234252511
